Year_Month,Year,Month,Site,Type,Easting,Northing,Longitude,Latitude,NO2_NA_no,NO2,PM10_NA_no,PM10,PM25_NA_no,PM25,NO2_modelled,PM10_modelled,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,Temp_Trend,logNO2,logPM10,logPM25,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,PopDen,nearest_road_distance
2016-02,2016,2,N Lanarkshire Uddingston New Edinburgh Rd,Roadside,269145.6,661499.7,-4.09057047,55.82893997,29,,29,,29,,21.32629,12.36038,7.028868,83.3241261,1004.644043,134.7360033,3.33272976,78.17336118,3.671195625,0.56529848,Large Urban Areas,2,,,,train3,train9,train7,train6,train1,train10,train4,train10,train6,test,0.003157591,19.34483261
2016-02,2016,2,North Ayrshire Irvine High St,Kerbside,232142,638892,-4.666789703,55.61457831,0,37.27931034,0,13.92068966,0,6.768965517,10.71581,9.002791,5.783385,80.96629574,1004.733192,128.788775,5.630514739,73.57176068,4.709327965,0.52027028,Other Urban Areas,2,3.61843849,2.633376198,1.912348271,train9,train1,train3,train2,train4,test,test,train8,test,train7,0.002991044,142.8479924
2016-02,2016,2,Paisley Gordon Street,Roadside,248316.83,663615.52,-4.423958026,55.84183603,0,38.17931034,0,13.18965517,29,,16.34148,9.722612,5.995084,84.1343914,1004.546289,172.1443916,3.952560738,79.04392738,4.402267062,0.45504264,Rural Areas,2,3.642293755,2.579432823,,train8,test,train10,train4,test,test,train5,train10,train3,train1,0.004200029,13.50052293
2016-02,2016,2,Peebles,Rest,324814.65,641087.92,-3.19652692,55.65747203,2,8.02962963,29,,29,,3.912285,8.014412,5.04627,84.66401333,1004.763098,89.88641931,4.181378284,72.57201388,2.904601025,0.60429612,Rural Areas,2,2.083138404,,,train5,train2,train6,train8,train1,train3,train3,train1,train3,train9,0.001103301,325.8272606
2016-02,2016,2,Perth Atholl Street,Roadside,311577.28,723931.02,-3.434181973,56.39932696,3,53.41538462,0,18.63448276,29,,11.1477,9.786637,5.740034,81.69696165,1003.827681,60.64992934,3.268389387,77.99968435,3.456429311,0.67271392,Rural Areas,2,3.978098806,2.925013776,,train5,train8,train3,train2,test,test,train3,train5,train9,train2,0.005320228,7.541035454
2016-02,2016,2,Perth Crieff,Roadside,286363,721614,-3.841475287,56.37312625,0,54.17586207,2,19.16666667,29,,4.807431,9.33672,5.470466,82.82867262,1004.006559,95.16177097,4.620323512,85.96430527,2.86070213,0.58542984,Rural Areas,2,3.99223546,2.953172659,,train7,train9,train6,train5,train2,train2,train10,train5,test,train6,0.003052405,8.087489738
2016-02,2016,2,Perth High Street,Roadside,311680.93,723624.9,-3.432400001,56.39659701,0,32.62068966,0,12.17931034,29,,11.1477,9.786637,5.740034,81.69696165,1003.827681,60.64992934,3.268389387,77.99968435,3.456429311,0.54475496,Rural Areas,2,3.484946739,2.499738639,,train8,train8,test,train3,train6,train8,train10,train10,train10,train4,0.005320228,319.1852353
2016-02,2016,2,Renfrew Cockels Loan,Roadside,250464,665933,-4.390979228,55.86331069,11,43.95555556,11,15.38888889,29,,18.4888,11.0956,6.33919,83.31456289,1004.537118,150.276653,4.133005734,77.17331103,4.055150394,0.51746636,Large Urban Areas,2,3.783179022,2.733645748,,train8,train3,train8,train2,test,train2,train4,test,train5,train4,0.000807133,26.41545805
2016-02,2016,2,Renfrew Inchinnan Road,Roadside,250567,667558.1,-4.390231474,55.87793123,29,,29,,29,,15.94513,10.21566,6.191491,83.26703612,1004.507496,148.0279807,3.976419579,76.69523225,4.132251676,0.54107908,Large Urban Areas,2,,,,train10,train4,train1,test,train6,train4,train2,train3,train5,train2,0.004427658,10.64165285
2016-02,2016,2,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,-4.633680996,55.47016203,29,,29,,29,,9.210422,8.208325,5.129355,80.13590126,1004.893443,133.5187274,5.929279683,76.054622,4.674509854,0.40712464,Rural Areas,2,,,,train8,train5,train2,train8,train2,train3,train9,train8,train2,test,0.003313132,314.4604262
2016-02,2016,2,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,-4.631672929,55.46453104,0,20,13,12.5875,29,,9.210422,8.208325,5.129355,80.13590126,1004.893443,133.5187274,5.929279683,76.054622,4.674509854,0.40712464,Rural Areas,2,2.995732274,2.532704258,,test,train1,train7,train3,train3,train10,train5,train9,train7,train7,0.003313132,20.8577063
2016-02,2016,2,South Lanarkshire Blantyre,Roadside,268916,657605,-4.09235526,55.79390732,29,,29,,29,,14.09675,10.47414,6.622684,83.68247125,1004.697383,132.774366,3.349604577,78.36147349,3.46542779,0.54519372,Other Urban Areas,2,,,,train8,train9,test,train1,train7,train1,test,train4,test,train1,0.004507435,11.11249079
2016-02,2016,2,South Lanarkshire Cambuslang,Kerbside,264319,660519,-4.167073146,55.81880163,0,49.48275862,0,13.98965517,29,,15.12313,10.21219,6.363093,83.2493263,1004.659104,146.0674954,3.284775394,79.4737169,3.933612558,0.47975964,Large Urban Areas,2,3.901624298,2.63831814,,test,train4,train4,train9,train3,train6,test,train6,train8,train9,0.003260058,7.878133166
2016-02,2016,2,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,-4.163610983,55.775278,0,40.57931034,0,14.76206897,29,,15.64167,10.40251,6.429307,83.63448359,1004.716625,166.1473921,4.431268613,77.52505182,3.108911346,0.61706824,Rural Areas,2,3.703258339,2.692060983,,train5,train7,train10,train9,train1,train9,test,test,train4,train4,0.003947225,4.914430819
2016-02,2016,2,South Lanarkshire Hamilton,Roadside,272298,655289,-4.037365263,55.77401709,0,52.31034483,29,,29,,17.12927,10.89328,6.480418,83.95074377,1004.719194,124.7204784,2.898868635,77.14270173,3.430869282,0.51467588,Other Urban Areas,2,3.957194149,,,test,train7,train9,test,train5,train2,train10,train3,train8,train3,0.002328911,6.74367849
2016-02,2016,2,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,-3.775657996,55.67393599,0,31.13448276,0,10.84482759,0,6.065517241,8.013946,9.228241,5.546964,87.23884118,1004.805571,107.0979749,6.36409097,70.87429622,2.489499779,0.60016116,Rural Areas,2,3.438315975,2.383688246,1.802619822,train6,test,test,test,train6,test,train1,train6,train1,train10,0.002411705,3.606069758
2016-02,2016,2,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,-4.058362489,55.7988131,29,,29,,29,,21.05006,12.42551,6.983053,83.18926641,1004.681714,119.2713789,2.899002949,76.88624604,3.68607207,0.51668488,Rural Areas,2,,,,test,train10,train1,train5,train2,test,train6,test,train1,train4,0.000333639,35.00838955
2016-02,2016,2,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,-4.218786034,55.82840798,0,59.52413793,0,18.06896552,29,,18.3892,10.87698,6.511906,82.71091146,1004.641472,142.0040165,3.502819875,78.84191727,4.09561641,0.42544448,Rural Areas,2,4.08638191,2.894195854,,test,train9,train2,train6,train6,test,train4,train10,train2,train6,0.004235152,10.42225267
2016-02,2016,2,South Lanarkshire Uddingston,Roadside,269657,660305.7,-4.081839503,55.81835747,0,41.4862069,0,9.696551724,0,4.565517241,16.85682,10.34078,6.420775,83.37491656,1004.657263,132.6900693,3.249399993,78.06132614,3.661921678,0.60703252,Other Urban Areas,2,3.725361008,2.27177033,1.518531814,train3,train2,test,train8,train1,train7,train9,train6,train4,train7,0.003012259,7.476428806
2016-02,2016,2,Stirling Craig's Roundabout,Roadside,279955,693012,-3.932178761,56.11471995,0,30.16896552,13,14.1375,29,,12.61562,9.427147,5.659653,83.20239957,1004.154057,116.9721112,4.240938425,79.08125782,4.164689127,0.37113928,Other Urban Areas,2,3.406813764,2.648830841,,train9,test,train1,train4,train5,test,train9,train7,train4,train5,0.003784422,23.09566273
2016-02,2016,2,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,-4.406231024,55.91795997,1,32.00714286,1,7.628571429,1,4.267857143,14.92795,9.839438,5.967862,85.07051916,1004.413702,148.8815443,4.561333783,81.04747327,3.64803719,0.64827144,Rural Areas,2,3.465959092,2.031900597,1.451111861,train2,train1,test,train4,train9,train1,train7,train1,test,train5,0.00327771,29.32199251
2016-02,2016,2,West Dunbartonshire Glasgow Road,Roadside,240234.67,675198.79,-4.559729998,55.94319696,0,26.33793103,29,,29,,10.75688,8.948269,5.428979,85.78159265,1004.287101,175.9892918,3.534389572,84.63875774,4.112016934,0.50786248,Rural Areas,2,3.271010145,,,train4,test,train5,train3,train9,train4,test,train3,test,train10,0.00406473,5.975355394
2016-02,2016,2,West Lothian Broxburn,Roadside,308314.04,672230.25,-3.469190056,55.93435701,0,39.87241379,0,14.09655172,29,,14.64562,11.25988,6.40962,82.71835671,1004.184152,82.08012364,4.815432958,76.70938909,3.42039357,0.48049276,Rural Areas,2,3.685684701,2.645930209,,train10,train8,train3,test,train3,test,train7,train7,train9,train6,0.002236293,7.21704839
2016-02,2016,2,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,-3.597309839,55.97670967,0,36.37586207,0,12.96551724,29,,13.99723,10.37993,6.012998,83.49568708,1004.190084,104.7547889,5.486677879,75.60824432,3.77089317,0.4955338,Other Urban Areas,2,3.593905425,2.562293313,,train7,train3,train5,test,test,train3,train4,train3,train2,train4,0.001483517,6.003113457
2016-02,2016,2,West Lothian Newton,Roadside,309258,677728.99,-3.45593904,55.98392504,0,26.36206897,0,16.8137931,29,,11.30249,11.79362,6.21874,83.10032983,1004.139707,81.51809277,6.134193392,76.80851557,3.354094636,0.5044688,Rural Areas,2,3.271926195,2.822199568,,train6,train6,train7,train4,test,train7,train2,train8,train8,train10,4.42E-05,5.755533574
2016-03,2016,3,Aberdeen Anderson Dr,Roadside,392504.39,804189.75,-2.125446985,57.12856696,0,25.49354839,0,11.9483871,31,,15.96019,10.55266,6.172001,79.53196492,1011.834575,44.66553983,4.8853911,117.7992975,5.938541398,0.45453856,Large Urban Areas,3,3.238425416,2.480596298,,test,train4,test,train9,train7,train5,train8,test,train3,test,0.005123445,14.49298793
2016-03,2016,3,Aberdeen Errol Place,Rest,394395.8,807391.98,-2.094278044,57.15736002,0,22.99032258,0,9.758064516,0,4.074193548,19.87877,10.31663,5.94299,79.57677433,1011.817089,43.27375456,4.96749764,119.8027154,6.155740942,0.29945298,Large Urban Areas,3,3.13507337,2.278094073,1.404672825,train9,train6,train2,train9,train2,train10,train8,train2,test,test,0.006877316,76.62294631
2016-03,2016,3,Aberdeen King Street,Roadside,394333,808770,-2.095348117,57.16973795,0,31.05806452,2,13.92413793,31,,17.38135,10.17115,5.806363,79.81604049,1011.811826,42.62511505,4.864142571,120.2118131,6.19630608,0.53359936,Large Urban Areas,3,3.435858501,2.633623876,,train9,train7,train8,train3,train10,train5,train10,train4,test,train9,0.003926085,9.599338545
2016-03,2016,3,Aberdeen Market Street 2,Roadside,394551.62,805673.18,-2.091663919,57.14192196,0,41.18387097,0,14.86774194,0,6.196774194,31.23656,11.62385,6.849536,79.79657613,1011.827269,42.39098804,4.950782381,120.1706854,6.162353118,0.20314328,Large Urban Areas,3,3.718046698,2.699193895,1.824028865,train10,train6,train5,test,test,train2,train8,test,train1,test,0.003730111,7.363513475
2016-03,2016,3,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,-2.106472003,57.14455502,7,47.575,0,12.48064516,0,7.474193548,22.30283,10.77242,6.308893,79.54336349,1011.828812,44.10662078,4.879437404,119.0495113,6.06315733,0.3057548,Large Urban Areas,3,3.862307413,2.524179057,2.011456227,train2,train1,train4,train2,train9,train8,test,train4,test,train8,0.008052278,13.61053035
2016-03,2016,3,Aberdeen Wellington Road,Roadside,394410.99,804813.2,-2.093968047,57.13419503,0,53.10322581,0,18.6483871,31,,20.35855,10.55765,6.170999,80.01408788,1011.8317,43.72270322,5.225776354,119.6489662,5.990109212,0.31806244,Large Urban Areas,3,3.972237676,2.92575966,,train1,train10,test,train7,train8,train9,train5,test,train9,train10,0.004007295,9.754705711
2016-03,2016,3,Alloa A907,Roadside,288689,693068,-3.791820157,56.11733979,0,34.83548387,8,16.0173913,31,,15.5629,10.26566,6.215875,81.51958616,1012.67299,30.6583788,3.862038913,108.264316,6.165364856,0.43381176,Other Urban Areas,3,3.550636519,2.773675088,,train3,train3,train4,train10,train4,train10,train1,test,test,train3,0.003703423,2.820852372
2016-03,2016,3,Bush Estate,Rest,324629.04,663890.62,-3.205782065,55.862281,0,7.970967742,31,,31,,8.075246,9.222131,5.575827,81.40874087,1012.597541,39.30219049,4.080694823,96.52934489,5.218952305,0.61124028,Rural Areas,3,2.075805909,,,train5,test,train2,train7,test,train3,train3,train9,train9,train6,4.20E-05,67.55410485
2016-03,2016,3,Dumfries,Roadside,297019.53,576254.03,-3.614233057,55.070033,0,33.88387097,31,,31,,11.57991,9.023594,5.621769,83.54932711,1013.161059,63.66163941,3.142514173,100.9971995,6.22059431,0.46085628,Rural Areas,3,3.522939119,,,train9,train4,train9,train2,train2,train10,train6,train9,train7,train10,0.001794662,7.734609493
2016-03,2016,3,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,-2.943422928,56.46733201,0,21.92258065,0,12.79032258,31,,11.93455,9.713922,5.633138,79.50603078,1012.300138,23.86514358,3.548226774,125.5786626,6.490510547,0.33049752,Rural Areas,3,3.087517185,2.548688837,,train7,train1,train8,train1,train8,train7,train8,train2,train6,test,0.003567147,11.47388376
2016-03,2016,3,Dundee Lochee Road,Kerbside,338859.24,730774.79,-2.993867031,56.465126,0,53.67741935,3,23.86428571,31,,11.9917,9.910512,5.906315,79.62858766,1012.308886,23.59840382,3.874304351,126.7402385,5.923603469,0.41633264,Rural Areas,3,3.982992417,3.17238302,,train6,train1,train1,train3,test,test,test,train1,train2,train6,0.006963361,3.659449659
2016-03,2016,3,Dundee Mains Loan,Rest,340970.55,731892.31,-2.959861021,56.47543397,0,15.34193548,0,9.525806452,31,,14.51074,10.19106,6.031661,79.48808019,1012.299683,25.14106832,3.973738205,125.4772329,6.045945953,0.43676232,Rural Areas,3,2.73058996,2.254004584,,train1,train1,test,train7,test,train7,train10,train8,train10,train4,0.006828352,215.8970495
2016-03,2016,3,Dundee Meadowside,Roadside,340243.04,730658.37,-2.97138605,56.46425799,6,40.748,1,20.62666667,31,,18.79951,10.57289,6.049148,79.49715386,1012.302764,24.62758754,3.544961324,126.4234412,6.415478215,0.38430184,Rural Areas,3,3.707406759,3.026584737,,train3,test,train10,train1,train3,train1,train3,train3,test,test,0.005197924,5.225675715
2016-03,2016,3,Dundee Seagate,Kerbside,340486.33,730446.2,-2.967389911,56.46238296,0,41.82580645,0,15.71612903,31,,18.79951,10.57289,6.049148,79.49715386,1012.302764,24.62758754,3.544961324,126.4234412,6.415478215,0.23675468,Rural Areas,3,3.733513528,2.754687512,,train5,train2,train4,train7,train5,train4,train3,train5,test,train5,0.005197924,6.829277012
2016-03,2016,3,Dundee Union Street,Roadside,340234.85,730091.73,-2.971388965,56.45916699,31,,31,,31,,18.79951,10.57289,6.049148,79.49715386,1012.302764,24.62758754,3.544961324,126.4234412,6.415478215,0.35364168,Rural Areas,3,,,,train1,test,train8,train6,test,train9,train1,train2,train2,train9,0.005197924,33.04760881
2016-03,2016,3,Dundee Whitehall Street,Roadside,340277.72,730154.91,-2.970707922,56.45973996,0,42.12258065,0,13.96451613,31,,18.79951,10.57289,6.049148,79.49715386,1012.302764,24.62758754,3.544961324,126.4234412,6.415478215,0.23675468,Rural Areas,3,3.740583954,2.63651955,,train2,test,train9,train1,train3,train3,train8,test,train5,train2,0.005197924,72.37791012
2016-03,2016,3,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,-4.497991768,55.60746529,0,31.30645161,4,12.69259259,31,,13.07946,9.542433,5.984146,80.07700081,1012.686789,44.42496329,3.363924585,109.3996402,6.755512564,0.39529544,Other Urban Areas,3,3.443824198,2.541018563,,train7,train5,test,test,train10,train1,train5,train9,test,test,0.002772406,8.746726285
2016-03,2016,3,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,-4.333505014,55.91959602,6,55.156,6,13.716,31,,13.19853,9.554876,5.979587,82.66768159,1012.600219,53.11164027,3.772516368,122.930504,6.17040213,0.52576008,Rural Areas,3,4.010165534,2.618563035,,train1,train10,train4,train7,train4,train9,train10,train10,train2,train3,0.002942088,9.571084396
2016-03,2016,3,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,-4.225000046,55.90416698,6,33.604,6,14.732,31,,14.47907,9.95733,6.20464,82.43913061,1012.658379,47.22314644,3.696066233,117.0287492,6.151334707,0.57211888,Rural Areas,3,3.514645108,2.690021999,,train8,train4,test,test,train10,train6,train6,train4,train1,test,0.002766871,9.929695603
2016-03,2016,3,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,-4.151758928,55.93592099,0,37.63870968,8,18.27391304,31,,13.29463,9.749344,5.927018,82.90155224,1012.666738,41.29779862,3.642456683,115.5449269,5.983097051,0.4714016,Rural Areas,3,3.628033034,2.905474526,,train7,train9,train6,train9,train5,train9,train2,train9,train5,train4,0.003028591,9.422364395
2016-03,2016,3,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,-4.317753008,55.93825301,0,23.62903226,0,13.45483871,31,,11.8361,9.162085,5.715908,83.30631562,1012.594567,52.8182871,3.508592724,125.2803934,6.168827532,0.53427128,Rural Areas,3,3.162476136,2.599338797,,train2,train6,train6,train5,train1,train4,train4,train2,train1,train5,0.00274991,9.562910204
2016-03,2016,3,East Lothian Musselburgh N High St,Roadside,333941,672836,-3.059222799,55.9440076,0,28.31290323,4,11.10740741,31,,15.34216,11.44618,6.71564,81.85292875,1012.549069,25.95344103,4.319509661,104.5741494,6.413332894,0.42402676,Large Urban Areas,3,3.343317645,2.40761222,,train6,train1,train3,train5,test,train1,test,train6,train1,train1,0.004932163,11.03844802
2016-03,2016,3,Edinburgh Currie,Rest,317575.4,667874.3,-3.319660353,55.89690865,3,9.478571429,2,7.748275862,31,,10.74471,10.57791,6.132316,81.07707493,1012.565783,33.27046945,3.936620839,95.90045368,5.734552318,0.50218748,Large Urban Areas,3,2.249033612,2.047470349,,train3,test,train1,test,test,train6,test,train3,train8,test,0.002462852,367.6985473
2016-03,2016,3,Edinburgh Glasgow Road,Roadside,313101,672651,-3.392727136,55.9390261,0,31.59354839,0,15.55483871,31,,20.34748,11.68402,6.429578,80.50639984,1012.54268,24.7471429,3.565643135,100.8381808,6.080491107,0.44065688,Rural Areas,3,3.452952935,2.744371761,,train4,train5,train8,train4,train5,train1,test,train7,train8,train6,0.000108079,7.179777766
2016-03,2016,3,Edinburgh Gorgie Road,Roadside,323121,672314,-3.232267016,55.93770769,0,43.3483871,31,,31,,22.76692,12.34375,7.023488,78.95056351,1012.540761,24.11043463,4.369009511,98.70114131,6.524480894,0.36574488,Large Urban Areas,3,3.769269496,,,train2,test,train5,train8,train8,train3,train4,train3,train1,test,0.012584093,13.05821225
2016-03,2016,3,Edinburgh Nicolson Street,Roadside,326150,673046,-3.183990832,55.94475855,31,,31,,31,,22.07976,11.02488,6.58188,79.48327875,1012.538042,22.17163014,4.772270627,100.6764136,6.440831305,0.4496614,Large Urban Areas,3,,,,train4,test,train2,train5,train5,train8,train5,train1,train10,train3,0.007336469,7.022324952
2016-03,2016,3,Edinburgh Queen Street,Roadside,324825.48,674079.54,-3.205481028,55.953837,0,31.07419355,0,13.61612903,31,,21.32914,11.30533,6.816098,79.44168766,1012.532452,22.53300074,4.628244016,101.353666,6.483542473,0.39129872,Rural Areas,3,3.436377685,2.611255048,,train6,train8,train4,train5,train4,train1,test,test,train9,train1,0.008975768,15.17135145
2016-03,2016,3,Edinburgh Queensferry Road,Roadside,318734.92,674931.5,-3.303249928,55.96049697,0,45.79354839,1,19.59333333,31,,15.46728,11.37644,6.640375,79.72592637,1012.530483,27.7899443,4.256563405,100.403195,6.180176988,0.56326524,Rural Areas,3,3.824143216,2.975189372,,train4,train8,train8,test,train3,train1,train2,train6,train8,train5,0.003790773,8.259895052
2016-03,2016,3,Edinburgh Salamander St,Roadside,327613.24,676342.55,-3.161455035,55.97459399,1,28.41,1,18.51333333,31,,16.93968,11.93011,6.629832,80.82233,1012.526469,20.58626894,5.127346652,105.959988,6.500355772,0.37570236,Rural Areas,3,3.346741196,2.918491193,,train9,train10,test,test,train5,train8,train2,test,train3,train2,0.005556022,7.082331756
2016-03,2016,3,Edinburgh St John's Road,Kerbside,320079.88,672902.79,-3.281110919,55.9425,0,59.40322581,31,,31,,17.72256,11.24137,6.725598,79.27213602,1012.538799,26.43076149,4.004817142,98.80653323,6.350897817,0.47646236,Rural Areas,3,4.084348531,,,train3,train4,train5,train10,train4,train10,train3,test,train7,train8,0.004367238,14.36624253
2016-03,2016,3,Edinburgh St Leonards,Rest,326264.3,673136.49,-3.18218598,55.94558898,31,,5,9.611538462,5,6.046153846,22.07976,11.02488,6.58188,79.48327875,1012.538042,22.17163014,4.772270627,100.6764136,6.440831305,0.4496614,Rural Areas,3,,2.2629643,1.799422342,train1,train2,train10,train6,train8,test,test,train5,train3,train10,0.007336469,44.11561169
2016-03,2016,3,Eskdalemuir,Rest,323550.97,603021.74,-3.206110971,55.31530997,2,1.94137931,31,,31,,2.191195,7.922523,5.111669,86.29412246,1013.462413,111.1777992,3.463653743,87.63488461,4.356548236,0.5787138,Rural Areas,3,0.663398705,,,train8,train7,test,train10,test,test,train3,train2,train7,train8,1.60E-06,233.9918751
2016-03,2016,3,Falkirk Grangemouth MC,Rest,292818.05,682006.92,-3.721013031,56.01895095,27,22.85,0,12.3483871,31,,11.36934,10.3494,5.952175,80.78751138,1012.631147,18.66927801,3.849757738,108.3001364,6.679489671,0.34539392,Rural Areas,3,3.128951117,2.513525455,,train9,train3,train3,test,test,test,test,train1,train9,train9,0.000494242,43.16050621
2016-03,2016,3,Falkirk Haggs,Roadside,278977,679271,-3.941685363,55.99108677,2,41.71724138,1,14.89333333,31,,14.65693,11.06707,6.076895,82.3442944,1012.684673,49.69419606,3.736862722,116.798485,5.774844094,0.5184012,Other Urban Areas,3,3.730914506,2.700913686,,test,test,train10,train10,train10,train8,train10,train10,train2,train2,0.001141593,6.344912512
2016-03,2016,3,Falkirk Hope St,Roadside,288688.39,680219.33,-3.78648491,56.00195595,0,23.0516129,31,,31,,15.57374,10.4761,6.359032,81.25483828,1012.661794,28.18205442,3.702650349,110.6260939,6.291020751,0.44265044,Rural Areas,3,3.137735741,,,test,train5,train3,train3,train4,train8,train8,train4,test,train1,0.00230096,9.767545758
2016-03,2016,3,Falkirk Main St Bainsford,Roadside,288563.7,681516.1,-3.789021528,56.01357234,1,24.88666667,0,11.5,31,,14.38369,10.53836,6.426398,81.28600654,1012.660316,27.63984706,3.690252035,111.4222282,6.290539285,0.45490108,Other Urban Areas,3,3.214332185,2.442347035,,train5,train8,train1,train10,train9,train8,test,train2,train1,train6,0.003891477,7.609453912
2016-03,2016,3,Falkirk West Bridge Street,Roadside,288457,680064,-3.790128751,56.00050725,0,43.85806452,0,16.64193548,31,,15.57374,10.4761,6.359032,81.25483828,1012.661794,28.18205442,3.702650349,110.6260939,6.291020751,0.44265044,Other Urban Areas,3,3.780958613,2.811925744,,test,train4,test,train9,train2,train5,train5,train1,train10,train4,0.00230096,7.354256285
2016-03,2016,3,Fife Cupar,Roadside,337369.34,714578.52,-3.014167029,56.31944401,0,29.43225806,2,16.32068966,31,,7.778882,10.49256,6.004348,80.96881968,1012.398321,25.73762528,3.19320495,114.2873608,5.936750567,0.47821792,Rural Areas,3,3.382091286,2.792433607,,train7,train10,train6,train2,train8,test,train6,train4,train10,train10,0.003053321,6.010415946
2016-03,2016,3,Fife Dunfermline,Roadside,309924.49,687724.72,-3.448620052,56.07383003,0,28.8516129,0,14.43548387,31,,13.12197,10.66972,6.090469,80.82750533,1012.532788,35.08764656,5.184079879,100.0727228,5.680723229,0.50773684,Rural Areas,3,3.362165898,2.669689333,,test,train7,test,train1,train9,train5,test,test,test,test,0.002810611,11.15464231
2016-03,2016,3,Fife Kirkcaldy,Roadside,329143.57,692986.35,-3.141347009,56.12433096,31,,31,,31,,9.710244,8.896281,5.402284,81.77259648,1012.499442,24.38672047,5.229379995,113.2217585,6.387174816,0.44305736,Rural Areas,3,,,,train10,train2,train6,train4,train2,train6,train1,test,train10,train9,0.002052568,11.68128734
2016-03,2016,3,Fife Rosyth,Roadside,311770.51,683501.59,-3.417582065,56.03624296,3,29.66071429,0,10.11612903,0,5.448387097,15.33473,11.20072,6.564666,80.61219764,1012.519291,24.82087652,4.866580018,101.6113679,6.253840213,0.49311712,Rural Areas,3,3.389823419,2.314131084,1.695319619,train4,train3,train4,train1,train7,train2,train9,train6,train6,train5,0.003752911,10.58146139
2016-03,2016,3,Fort William,Rest,210849.73,774418.72,-5.101101946,56.82265998,16,11.81333333,31,,31,,3.747717,7.393681,4.461241,83.52616497,1012.903237,109.608448,0.700018487,88.81204777,6.217280429,0.4288668,Rural Areas,3,2.469228837,,,test,train7,train4,train6,train10,test,train5,test,train6,train3,0.000779062,191.0125739
2016-03,2016,3,Glasgow Anderston,Rest,257940.81,665497.95,-4.271388994,55.86166699,0,19.41290323,0,14.65806452,31,,28.29642,12.54195,6.908516,80.59390459,1012.676133,51.1758347,3.222487133,119.3231225,7.049480681,0.18858126,Rural Areas,3,2.96593796,2.684990663,,train3,train5,train7,train9,train6,train9,train1,train8,train8,test,0.00708588,46.64159378
2016-03,2016,3,Glasgow Burgher St,Roadside,262549.48,664168.91,-4.197139912,55.85107102,0,34.58709677,0,16.28387097,31,,17.21428,10.19723,6.201643,80.49011461,1012.72194,47.58732787,2.979986687,117.0153359,6.833832445,0.42849992,Rural Areas,3,3.543480687,2.790175107,,train2,train3,train1,train8,train4,train10,train1,train8,train2,train1,0.002918921,8.538160264
2016-03,2016,3,Glasgow Byres Road,Roadside,256526.91,666936.95,-4.294722015,55.874167,8,40.36521739,0,8.806451613,31,,21.67176,10.25663,6.174359,80.81882539,1012.659379,49.84664457,3.287322593,119.5511904,6.911934757,0.33553942,Rural Areas,3,3.697968458,2.175484591,,train1,train2,train3,train8,train7,train6,train2,train9,train4,train3,0.008033421,9.448460622
2016-03,2016,3,Glasgow Dumbarton Road,Roadside,255030,666608,-4.31844935,55.8707657,0,51.14516129,0,19.12258065,31,,22.02779,10.69954,6.379338,80.85489753,1012.648126,53.25589746,3.214400231,120.1841053,6.886064165,0.35416788,Large Urban Areas,3,3.934667889,2.950869869,,test,train6,train6,train7,train4,test,train7,train5,train6,train2,0.010215927,9.621623143
2016-03,2016,3,Glasgow Great Western Road,Roadside,258007,666651,-4.270936625,55.87203836,0,36.78064516,31,,31,,27.48459,12.29878,6.844817,80.73873439,1012.677475,48.40162546,3.297471464,118.4699229,6.944561595,0.28519566,Large Urban Areas,3,3.60497176,,,train4,test,train10,train10,test,train7,train1,train1,test,test,0.007522473,15.37028264
2016-03,2016,3,Glasgow High Street,Roadside,260014.1,665348.9,-4.23821368,55.86093551,0,38.11935484,1,14.6,7,8.225,27.48627,12.08232,6.826867,80.50023955,1012.701204,50.91937076,3.306713064,117.2553066,6.80002895,0.3417048,Large Urban Areas,3,3.640722154,2.681021529,2.107178297,test,train3,train5,train8,train6,train4,train6,test,test,train2,0.005010073,13.7337869
2016-03,2016,3,Glasgow Kerbside,Kerbside,258713.92,665194.51,-4.258888922,55.85917001,0,67.10322581,31,,31,,31.71115,11.73638,6.829536,80.54447885,1012.685061,48.87807463,3.324331968,118.4279876,6.960809911,0.2007768,Rural Areas,3,4.206232117,,,test,train5,train2,train3,train10,train2,test,train4,train6,train7,0.003820828,286.6771733
