Year_Month,Year,Month,Site,Type,Easting,Northing,Longitude,Latitude,NO2_NA_no,NO2,PM10_NA_no,PM10,PM25_NA_no,PM25,NO2_modelled,PM10_modelled,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,Temp_Trend,logNO2,logPM10,logPM25,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10
2016-05,2016,5,Grangemouth,Industrial,293829.88,681020.65,-3.70439894426891,56.0103189492808,0,10.1967741935484,0,15.3225806451613,0,7.26774193548387,16.20508,10.28637,6.357592,76.8956876958824,1015.37905365391,31.7952166608889,4.51878659260595,220.282819163822,11.903365631908,0.42474956,Rural Areas,5,2.32207141473643,2.7293275995495,1.98344564295305,train8,train4,train6,train1,train3,train6,train1,train1,test,train4
2016-05,2016,5,Grangemouth Moray,Rest,293436.55,681344.72,-3.71083292179935,56.0131419839741,0,17.8225806451613,31,,31,,16.20508,10.28637,6.357592,76.8956876958824,1015.37905365391,31.7952166608889,4.51878659260595,220.282819163822,11.903365631908,0.42474956,Rural Areas,5,2.88046622890676,,,,,,,,,,,,
2016-05,2016,5,Inverclyde Greenock A8,Roadside,229331.5,675714.7,-4.7344209701025,55.9440786625526,0,30.1709677419355,0,13.0677419354839,0,6.86129032258065,11.61316,8.545309,5.226347,74.107643190541,1015.07048422983,71.6105147950639,4.45070523359804,247.571317875335,12.2985728509924,0.51262044,Other Urban Areas,5,3.40688012895536,2.5701467457235,1.92589551772105,train7,train1,train10,test,train8,train10,train2,train5,train5,test
2016-05,2016,5,Inverness,Roadside,265708.85,845668.85,-4.24145100730059,57.4813079512944,0,18.0645161290323,31,,31,,6.714163,8.322395,4.987269,74.5943923975255,1015.58197561188,48.941608596515,3.47618766374887,197.665682539849,11.4492396534775,0.44215892,Rural Areas,5,2.89394957924405,,,train6,train1,train7,test,train8,train1,test,train2,train8,train9
2016-05,2016,5,Inverness Academy Street,Roadside,266653,845439,-4.22559191093509,57.4795236161403,31,,31,,31,,10.37614,8.294503,4.960936,74.5488272764463,1015.58191977184,48.8075395199984,3.39265729101274,196.435903391477,11.4868997003524,0.36620484,Other Urban Areas,5,,,,,,,,,,,,,
2016-05,2016,5,Inverness Academy Street 1st Floor,Roadside,266653.2,845439.2,-4.22558868746403,57.4795254701237,31,,31,,31,,10.37614,8.294503,4.960936,74.5488272764463,1015.58191977184,48.8075395199984,3.39265729101274,196.435903391477,11.4868997003524,0.36620484,Other Urban Areas,5,,,,,,,,,,,,,
2016-05,2016,5,Lerwick,Rest,445350.77,1139689.93,-1.18531891717235,60.139220025328,0,4.98064516129032,31,,31,,7.818168,6.285021,3.553609,84.6876253415985,1015.96203519355,45.7060508039474,6.6241191353451,206.074431690732,8.2713729596228,0.73081528,Rural Areas,5,1.60555943310553,,,,,,,,,,,,
2016-05,2016,5,N Lanarkshire Airdrie Kenilworth Dr,Roadside,277385.6,665831.3,-3.96107247838699,55.8700007574826,31,,31,,31,,14.48277,10.45659,6.307819,77.103782659788,1015.24024019912,57.428581892506,5.38620612045687,225.850683526248,10.7617285055733,0.54424924,Other Urban Areas,5,,,,,,,,,,,,,
2016-05,2016,5,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,-3.94734605029351,55.8458099782293,0,18.6645161290323,26,20.18,31,,12.20694,10.72488,6.159377,77.2782082764509,1015.24038638369,49.6116071776234,5.1657071421406,225.286654047786,10.9786709757504,0.62853476,Rural Areas,5,2.92662418805689,3.00469201492546,,test,train1,train8,train10,train7,train3,train6,test,train8,test
2016-05,2016,5,N Lanarkshire Coatbridge Sunnyside Rd,Roadside,273054,665234.7,-4.02996816586411,55.863521736224,31,,31,,31,,16.97923,10.09044,6.251932,76.530176819239,1015.21108191091,60.5001311133595,4.7801671028228,230.070380178105,11.069640674877,0.51407276,Other Urban Areas,5,,,,,,,,,,,,,
2016-05,2016,5,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,-4.01944394482992,55.8519439619715,31,,10,15.3952380952381,31,,17.69104,11.09413,6.609863,76.0207739655699,1015.2083656115,56.0413086821829,4.62678458433119,228.995083877327,11.2174452290232,0.458612,Rural Areas,5,,2.73405824700796,,train1,train10,train1,train1,train10,train2,train3,train8,train2,train1
2016-05,2016,5,N Lanarkshire Croy,Roadside,272770.4,675740.3,-4.03944397619911,55.9577780374376,0,15.5161290322581,1,21.53,31,,11.95169,9.241319,5.591946,77.0417038335822,1015.22485660086,65.6069887456795,4.89343883274331,227.65646034945,11.3478391501018,0.66369952,Other Urban Areas,5,2.74188006562062,3.06944731137627,,train9,test,train3,train3,train4,train2,train4,train7,train10,test
2016-05,2016,5,N Lanarkshire Kirkshaws,Roadside,272522.8,663029.8,-4.03741322631301,55.8435832458591,0,16.9870967741936,0,14.6741935483871,31,,17.00101,10.8661,6.658315,76.0826598365129,1015.20071305906,58.2027478604038,4.43470242711509,230.527361225381,11.2746014999927,0.50931848,Other Urban Areas,5,2.83245404257706,2.68609041009081,,train9,train4,test,test,train9,train9,train4,test,train1,train6
2016-05,2016,5,N Lanarkshire Moodiesburn,Roadside,269929,670386,-4.08234036314834,55.9089413835245,0,14.3290322580645,0,13.3258064516129,31,,15.28426,10.19931,6.128171,77.3359443200921,1015.18235780532,66.516495876728,4.85285966312386,233.415607685374,11.2259166313912,0.64088908,Other Urban Areas,5,2.66228770697518,2.58970248991757,,,,,,,,,,,
2016-05,2016,5,N Lanarkshire Motherwell,Roadside,275540.87,656789.09,-3.98638895246412,55.7883330261231,31,,1,16.3633333333333,31,,21.31661,11.20603,6.850164,76.8118392504524,1015.21249210452,56.7420319236405,3.97017276650496,225.387103310849,11.1425426094103,0.4893926,Rural Areas,5,,2.79504305940185,,train2,train10,train5,train3,test,train5,train9,train1,train1,train7
2016-05,2016,5,N Lanarkshire Motherwell Adele St,Roadside,275642.3,656147.7,-3.98447955969198,55.7825997179788,31,,31,,31,,21.31661,11.20603,6.850164,76.8118392504524,1015.21249210452,56.7420319236405,3.97017276650496,225.387103310849,11.1425426094103,0.526415,Large Urban Areas,5,,,,train8,test,train3,train4,train7,train5,test,train10,test,train4
2016-05,2016,5,N Lanarkshire Motherwell Civic Centre,Rest,275813.6,656235.48,-3.98179000770633,55.7834319970235,31,,31,,31,,21.31661,11.20603,6.850164,76.8118392504524,1015.21249210452,56.7420319236405,3.97017276650496,225.387103310849,11.1425426094103,0.526415,Rural Areas,5,,,,train10,train8,train9,train7,train10,train4,train3,test,train8,train1
2016-05,2016,5,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,-4.02322312793907,55.8435227189454,0,18.4032258064516,1,11.8266666666667,31,,21.39296,12.46955,6.940497,75.9467278693349,1015.20695974525,55.0743126161277,4.35002510101316,229.037657767849,11.3897781839964,0.51533896,Other Urban Areas,5,2.91252596481698,2.47035686877327,,train9,train1,train2,train7,train3,train3,train8,test,train1,test
2016-05,2016,5,N Lanarkshire Uddingston New Edinburgh Rd,Roadside,269145.6,661499.7,-4.09057047032161,55.8289399690661,31,,31,,31,,21.32629,12.36038,7.028868,76.1349287295025,1015.17555497952,54.9620028583109,3.6115825385131,234.400527995584,11.5807908040094,0.59488636,Large Urban Areas,5,,,,,,,,,,,,,
2016-05,2016,5,North Ayrshire Irvine High St,Kerbside,232142,638892,-4.66678970285821,55.6145783117236,0,23.1838709677419,1,21.0233333333333,1,8.73666666666667,10.71581,9.002791,5.783385,75.9407166057761,1014.82997671302,91.0630535307677,4.68467480432684,251.943259599262,11.9262860841677,0.54491352,Other Urban Areas,5,3.14345681998925,3.04563293200745,2.16752872866721,test,train2,train2,train4,train6,train5,train8,train3,train9,train10
2016-05,2016,5,Paisley Gordon Street,Roadside,248316.83,663615.52,-4.4239580260372,55.8418360295269,0,22.0354838709677,0,17.5709677419355,31,,16.34148,9.722612,5.995084,75.1191054137682,1014.96676984763,70.3535075477898,3.47786974888143,248.480920505863,12.6750909578807,0.47754912,Rural Areas,5,3.09265405725266,2.86624797990448,,,,,,,,,,,
2016-05,2016,5,Paisley St James Street,Roadside,248174.75,664319.96,-4.42661892819984,55.8481149734955,31,,0,15.9838709677419,31,,18.97798,10.03845,6.04778,74.7489250160893,1014.96662769221,70.3991635791594,3.50377534547207,248.154107981049,12.7407300199238,0.47784536,Rural Areas,5,,2.7715801492849,,train3,train1,train3,train7,train4,train10,test,train10,train2,test
2016-05,2016,5,Peebles,Rest,324814.65,641087.92,-3.19652692013186,55.6574720268585,0,3.2,31,,31,,3.912285,8.014412,5.04627,79.4172759840535,1015.36627322986,31.4207358422497,3.90279787514211,193.316524702637,10.6383655055962,0.73854208,Rural Areas,5,1.16315080980568,,,,,,,,,,,,
2016-05,2016,5,Perth Atholl Street,Roadside,311577.28,723931.02,-3.43418197305985,56.3993269572204,0,48.5645161290323,0,22.1096774193548,31,,11.1477,9.786637,5.740034,76.4863637265707,1015.54877413612,34.7040728419334,3.03042680183962,221.847313894448,11.9017085648232,0.66033588,Rural Areas,5,3.88289314343664,3.09601540495536,,train6,train5,train5,train5,train10,train5,train10,train7,train4,train6
2016-05,2016,5,Perth Crieff,Roadside,286363,721614,-3.84147528655027,56.3731262514476,0,14.2451612903226,0,14.4064516129032,31,,4.807431,9.33672,5.470466,77.2446467866823,1015.55347763012,64.4379568929288,4.13873204579368,228.202888927568,11.1859660495848,0.63823576,Rural Areas,5,2.65641729047774,2.66767613492091,,train1,train6,test,train6,test,train4,test,test,train9,train8
2016-05,2016,5,Perth High Street,Roadside,311680.93,723624.9,-3.43240000132863,56.3965970109502,1,14.3866666666667,1,15.81,31,,11.1477,9.786637,5.740034,76.4863637265707,1015.54877413612,34.7040728419334,3.03042680183962,221.847313894448,11.9017085648232,0.51240628,Rural Areas,5,2.66630185172182,2.76064265122138,,train9,test,test,test,train5,train9,train1,train8,test,train8
2016-05,2016,5,Perth Muirton,Rest,310659.25,725658.62,-3.44964003359994,56.4146700285374,31,,3,11.7285714285714,31,,8.993974,9.77062,5.847174,76.3291036307873,1015.55065138222,42.1155638613371,2.93641013731054,223.239247654641,11.5570583155553,0.65416276,Rural Areas,5,,2.46202786740307,,train3,test,train7,train4,test,test,train8,train1,train2,train3
2016-05,2016,5,Renfrew Cockels Loan,Roadside,250464,665933,-4.39097922814608,55.8633106873394,16,33.66,16,22.0333333333333,31,,18.4888,11.0956,6.33919,75.7978556098232,1014.97713199568,68.4416023206269,3.73486559222777,246.643793276702,12.0149985258718,0.55866768,Large Urban Areas,5,3.51631018876266,3.09255645818953,,,,,,,,,,,
2016-05,2016,5,Renfrew Inchinnan Road,Roadside,250567,667558.1,-4.39023147426552,55.8779312328022,31,,31,,31,,15.94513,10.21566,6.191491,75.294638251829,1014.97920956433,68.3223367958388,3.72732263476183,246.445310632767,12.1329869928693,0.5560326,Large Urban Areas,5,,,,,,,,,,,,,
2016-05,2016,5,Renfrew Johnston,Roadside,242983.8,663178.1,-4.50878352129594,55.8362030790151,31,,31,,31,,13.0957,9.58762,5.657588,76.4873203111939,1014.95840372188,80.6214876545085,3.05817006538034,250.221260502299,11.8502039592192,0.58971244,Rural Areas,5,,,,test,train5,train2,train2,train8,train8,train10,train8,test,train1
2016-05,2016,5,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,-4.63368099601271,55.4701620322627,0,6.63548387096774,0,19.1290322580645,31,,9.210422,8.208325,5.129355,76.3140950430911,1014.7825440694,56.2398309312861,4.67407950033695,261.047976500928,11.7009059036224,0.41853376,Rural Areas,5,1.89243159217377,2.95120719451258,,train10,train2,train6,train5,test,train9,train10,train4,train10,train9
2016-05,2016,5,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,-4.63167292855671,55.4645310370777,0,18.4677419354839,7,12.5791666666667,31,,9.210422,8.208325,5.129355,76.3140950430911,1014.7825440694,56.2398309312861,4.67407950033695,261.047976500928,11.7009059036224,0.41853376,Rural Areas,5,2.91602553094325,2.53204200636485,,test,train7,train10,train6,test,test,train3,train4,train4,test
2016-05,2016,5,South Lanarkshire Blantyre,Roadside,268916,657605,-4.09235526004953,55.7939073165979,31,,31,,31,,14.09675,10.47414,6.622684,76.5516113777308,1015.16376886091,55.9323783268015,3.39294640523834,235.131697028559,11.3280185034252,0.55868664,Other Urban Areas,5,,,,train4,train2,test,train10,train8,train2,train5,train4,train4,test
2016-05,2016,5,South Lanarkshire Cambuslang,Kerbside,264319,660519,-4.16707314550045,55.8188016306952,0,28.6645161290323,0,16.841935483871,31,,15.12313,10.21219,6.363093,75.9400242485734,1015.13104010899,59.3397734648328,3.27671896843448,239.602512326638,11.8379585282925,0.5341748,Large Urban Areas,5,3.35565998601666,2.82387193593136,,train6,train9,train8,test,train2,train4,train9,test,train6,test
2016-05,2016,5,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,-4.16361098272628,55.7752780023294,0,31.2,0,20.4161290322581,31,,15.64167,10.40251,6.429307,76.4516715015068,1015.12428990154,68.2116397548101,3.90320903231327,236.243522764161,10.9293411821048,0.57004504,Rural Areas,5,3.44041809481544,3.01632522729611,,train10,train5,test,train1,train7,test,train5,train9,train6,train5
2016-05,2016,5,South Lanarkshire Hamilton,Roadside,272298,655289,-4.03736526314747,55.7740170863439,29,26.65,31,,31,,17.12927,10.89328,6.480418,76.9269403860983,1015.19237400965,52.2012057556689,3.21300996217778,229.916231489895,11.3146221370468,0.5435124,Other Urban Areas,5,3.28278915061185,,,train1,train8,test,train8,train1,train4,train8,train5,train3,test
2016-05,2016,5,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,-3.77565799613968,55.6739359871332,0,20.4483870967742,0,14.2193548387097,0,8.11290322580645,8.013946,9.228241,5.546964,80.4923200136899,1015.21736755206,57.0210378688469,5.52381639045531,210.747922981578,10.5469311015561,0.63604192,Rural Areas,5,3.01790400880497,2.65460405335356,2.09345578505465,train4,train7,train10,test,train1,train10,train7,train10,train7,train10
2016-05,2016,5,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,-4.05836248887111,55.7988130994941,0,36.9387096774194,0,20.6612903225806,31,,21.05006,12.42551,6.983053,76.0772242911825,1015.18846638084,49.6606622942927,3.28948313855654,231.102899935704,11.6574421796834,0.66000784,Rural Areas,5,3.60926004393415,3.02826191685164,,train5,train4,train5,train9,train7,train8,train7,train6,train3,train10
2016-05,2016,5,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,-4.21878603436755,55.8284079801745,8,45.8434782608696,0,18.7838709677419,31,,18.3892,10.87698,6.511906,75.2059058828718,1015.10199975606,51.454184561032,3.36683768085123,240.426575166089,12.0042259488338,0.46384128,Rural Areas,5,3.82523294781909,2.93299857435793,,train3,test,train6,train8,test,train9,train1,train5,train10,train4
2016-05,2016,5,South Lanarkshire Uddingston,Roadside,269657,660305.7,-4.08183950268003,55.8183574730731,0,21.0032258064516,0,10.9290322580645,0,5.38387096774194,16.85682,10.34078,6.420775,76.2038400225453,1015.17459829963,54.2572226476381,3.49881486181119,234.202378267762,11.5749301081101,0.59781324,Other Urban Areas,5,3.04467603575767,2.39142275829275,1.68340762618264,test,train5,train9,test,train6,test,train10,train6,train1,train9
2016-05,2016,5,Stirling Craig's Roundabout,Roadside,279955,693012,-3.93217876114195,56.1147199507107,3,20.65,0,16.3322580645161,31,,12.61562,9.427147,5.659653,76.7254881053722,1015.37233954409,65.3471843353516,4.11004371961773,225.302114002599,12.0253636938233,0.48377228,Other Urban Areas,5,3.02771531940704,2.79314217449072,,train4,train7,train2,train9,train7,train6,train3,train3,train2,test
2016-05,2016,5,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,-4.40623102403237,55.9179599715705,0,20.2612903225806,0,11.2096774193548,0,7.10967741935484,14.92795,9.839438,5.967862,76.166035903479,1014.98979486262,75.3723981171412,4.20631030487481,251.492930025291,11.5510863158899,0.61602708,Rural Areas,5,3.00871218497519,2.4167774605197,1.96145687279361,train7,train8,train1,train7,train4,train3,train7,train10,train7,train2
2016-05,2016,5,West Dunbartonshire Glasgow Road,Roadside,240234.67,675198.79,-4.5597299982195,55.9431969554488,0,13.5129032258065,31,,31,,10.75688,8.948269,5.428979,77.8080220268605,1015.00602809669,72.3846472178779,3.40214764206167,254.835059622328,12.0325999035625,0.5222566,Rural Areas,5,2.60364502346784,,,,,,,,,,,,
2016-05,2016,5,West Lothian Broxburn,Roadside,308314.04,672230.25,-3.46919005574643,55.9343570054244,0,24.7612903225807,6,20.072,31,,14.64562,11.25988,6.40962,77.9475470489045,1015.37170467551,29.4615388280204,4.39889710307562,215.275007202933,10.8767685313217,0.59080468,Rural Areas,5,3.2092815596484,2.99932580906412,,train8,train6,train4,train9,train10,test,train10,train4,train5,train1
2016-05,2016,5,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,-3.59730983893329,55.9767096729442,2,31.1655172413793,1,18.4266666666667,31,,13.99723,10.37993,6.012998,78.8520748788875,1015.3736250766,34.4454520149479,4.92192063940394,222.84401554771,11.1370804211937,0.61499364,Other Urban Areas,5,3.43931226699071,2.9137988907913,,test,train2,train7,test,train9,test,train6,train2,train4,train6
2016-05,2016,5,West Lothian Newton,Roadside,309258,677728.99,-3.45593904003916,55.9839250374209,0,17.1838709677419,0,15.841935483871,31,,11.30249,11.79362,6.21874,78.9461853911516,1015.3878519263,28.2984286286018,5.5312317205268,221.036213175701,10.6392083292125,0.65310836,Rural Areas,5,2.84397120943781,2.76266056856005,,test,train3,test,train5,train3,train10,test,train10,train7,test
2016-06,2016,6,Aberdeen Anderson Dr,Roadside,392504.39,804189.75,-2.12544698515107,57.128566961,0,22.0566666666667,0,12.35,30,,15.96019,10.55266,6.172001,82.2511168967383,1013.81928604323,112.770623329759,5.09751981019269,167.974467922038,12.3129186419411,0.55036696,Large Urban Areas,6,3.09361489935586,2.51365606307399,,,,,,,,,,,
2016-06,2016,6,Aberdeen Errol Place,Rest,394395.8,807391.98,-2.09427804429283,57.1573600199219,0,9.51666666666667,1,12.5275862068966,0,5.26666666666667,19.87877,10.31663,5.94299,82.6430569680904,1013.82532948175,103.338384034522,5.24827495287308,173.187418665158,12.4345781184396,0.39307152,Large Urban Areas,6,2.25304464743391,2.52793310924068,1.66139765136481,train5,train1,train9,train1,train9,train6,train7,test,test,train4
2016-06,2016,6,Aberdeen King Street,Roadside,394333,808770,-2.09534811714625,57.1697379497512,1,20.9965517241379,6,17.8625,30,,17.38135,10.17115,5.806363,83.0152315535697,1013.82701675626,101.601306098525,5.16120488171789,173.283080339474,12.4604561038841,0.65663788,Large Urban Areas,6,3.04435822062805,2.88270354325599,,train2,train10,test,train9,train5,train2,train10,train10,train6,test
2016-06,2016,6,Aberdeen Market Street 2,Roadside,394551.62,805673.18,-2.09166391868129,57.1419219641957,1,40.4793103448276,0,12.35,0,6.43666666666667,31.23656,11.62385,6.849536,83.0010919435959,1013.8219283941,105.495176126242,5.2436576996338,174.325467155212,12.3979574837278,0.30617582,Large Urban Areas,6,3.700790987898,2.51365606307399,1.86201080777231,test,train4,train6,train10,train2,train5,train8,train3,train5,train8
2016-06,2016,6,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,-2.10647200308387,57.1445550221426,0,36.7833333333333,2,10.6142857142857,2,6.34642857142857,22.30283,10.77242,6.308893,82.4351436676418,1013.82157189727,109.216781661837,5.13708591025195,170.88462426953,12.385298640062,0.36705408,Large Urban Areas,6,3.60504484403464,2.3622008026684,1.8478922249854,train4,test,train7,train10,train1,train2,train2,test,train10,train9
2016-06,2016,6,Aberdeen Wellington Road,Roadside,394410.99,804813.2,-2.09396804748834,57.1341950313274,0,44.8766666666667,0,17.7166666666667,30,,20.35855,10.55765,6.170999,83.3479127446287,1013.82014351288,110.099143153347,5.46754620553447,174.485302373091,12.1890201307579,0.42266664,Large Urban Areas,6,3.80391798632303,2.87450581611985,,train1,test,train5,train4,test,train6,train5,train1,train9,train2
2016-06,2016,6,Alloa A907,Roadside,288689,693068,-3.79182015659693,56.1173397892599,0,21.42,0,18.2133333333333,30,,15.5629,10.26566,6.215875,82.2538699342255,1013.8097015701,68.0254808781186,3.56580429327829,139.135135091958,14.1196468202114,0.57763192,Other Urban Areas,6,3.0643250650196,2.90215392659443,,train2,train3,test,train2,test,test,train6,train6,train3,train10
2016-06,2016,6,Angus Forfar Glamis Road,Roadside,345249,750386,-2.89432762476283,56.6420760460412,30,,13,11.8470588235294,30,,7.40728,10.58091,6.037045,82.9849210937279,1013.79057921687,100.993672825179,3.25565563037648,145.080766562436,12.6573657149908,0.62066932,Rural Areas,6,,2.47207963622825,,,,,,,,,,,
2016-06,2016,6,Auchencorth Moss,Rest,322165.87,656128.11,-3.24290002154307,55.7921599947446,30,,4,9,6,2.74583333333333,4.71572,7.887264,4.896663,84.6876430869328,1013.64368243029,92.0198798823753,3.42283287114159,145.395557974505,12.3602783426764,0.74595656,Rural Areas,6,,2.19722457733622,1.01008461116052,train5,train9,train2,train9,test,train1,train2,train9,train5,train3
2016-06,2016,6,Bush Estate,Rest,324629.04,663890.62,-3.2057820654349,55.8622809954292,1,5.23793103448276,30,,30,,8.075246,9.222131,5.575827,83.8375179297498,1013.63289368288,93.5485997141445,3.31668949609026,152.210274278951,12.5663864742969,0.8035156,Rural Areas,6,1.65592657961525,,,,,,,,,,,,
2016-06,2016,6,Dumfries,Roadside,297019.53,576254.03,-3.61423305678649,55.0700330046572,7,30.5521739130435,30,,30,,11.57991,9.023594,5.621769,81.8342860460713,1013.54938556531,68.2129032357452,2.59981291146445,129.306907066157,15.0275123415365,0.57828724,Rural Areas,6,3.419435842269,,,,,,,,,,,,
2016-06,2016,6,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,-2.94342292757206,56.4673320063579,1,12.7137931034483,0,13.84,30,,11.93455,9.713922,5.633138,81.0469463763526,1013.77631807587,82.7093769288309,3.27723025135515,151.007310684979,13.8292548073622,0.46626948,Rural Areas,6,2.54268747525363,2.62756295018952,,test,train9,train1,train2,train2,train7,train8,train2,train7,train10
2016-06,2016,6,Dundee Lochee Road,Kerbside,338859.24,730774.79,-2.99386703149054,56.4651259986957,0,33.5433333333333,0,19.4233333333333,30,,11.9917,9.910512,5.906315,81.0895150440979,1013.77715944474,101.493991519945,3.476641955764,148.349873809418,13.2608533863618,0.52974064,Rural Areas,6,3.51283813527713,2.96647509248687,,train6,train4,train4,train9,train6,test,train4,train9,train6,train5
2016-06,2016,6,Dundee Mains Loan,Rest,340970.55,731892.31,-2.95986102093486,56.4754339666039,7,6.01304347826087,0,10.6566666666667,30,,14.51074,10.19106,6.031661,80.9262876638828,1013.77779886792,89.4387104098708,3.56399016554803,148.97718797682,13.410782079176,0.55982928,Rural Areas,6,1.79393102274156,2.36618567440364,,train10,train2,train3,train10,test,train8,train5,train8,train8,train10
2016-06,2016,6,Dundee Meadowside,Roadside,340243.04,730658.37,-2.97138605000979,56.4642579947678,5,29.1,6,15.6541666666667,30,,18.79951,10.57289,6.049148,80.9823638693074,1013.77645891072,85.5473356076517,3.26608770591058,150.160993446671,13.7721388972742,0.41133808,Rural Areas,6,3.37073817417745,2.75073712223198,,train5,test,test,train5,test,test,train6,train1,test,train7
2016-06,2016,6,Dundee Seagate,Kerbside,340486.33,730446.2,-2.96738991050851,56.4623829636092,2,47.0071428571429,0,11.1533333333333,30,,18.79951,10.57289,6.049148,80.9823638693074,1013.77645891072,85.5473356076517,3.26608770591058,150.160993446671,13.7721388972742,0.24757012,Rural Areas,6,3.85029956584682,2.41173840689057,,test,test,train4,test,train3,train6,train3,train3,train4,train8
2016-06,2016,6,Dundee Union Street,Roadside,340234.85,730091.73,-2.97138896543539,56.4591669921688,30,,30,,30,,18.79951,10.57289,6.049148,80.9823638693074,1013.77645891072,85.5473356076517,3.26608770591058,150.160993446671,13.7721388972742,0.31976804,Rural Areas,6,,,,,,,,,,,,,
2016-06,2016,6,Dundee Whitehall Street,Roadside,340277.72,730154.91,-2.97070792197224,56.4597399618023,0,36.58,1,15.3344827586207,30,,18.79951,10.57289,6.049148,80.9823638693074,1013.77645891072,85.5473356076517,3.26608770591058,150.160993446671,13.7721388972742,0.24757012,Rural Areas,6,3.59950164296272,2.73010406753018,,train8,train4,train10,train2,train10,train8,train9,test,train2,train3
2016-06,2016,6,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,-4.49799176847724,55.6074652883796,1,22.2034482758621,0,17.3233333333333,30,,13.07946,9.542433,5.984146,79.7583966850461,1013.24608937415,58.9346767222559,2.88002206722113,149.435418142557,14.7001371152787,0.461415,Other Urban Areas,6,3.10024760455766,2.85205434035224,,test,train7,train1,train7,train5,test,train6,test,test,train7
2016-06,2016,6,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,-4.33350501449626,55.9195960151663,0,40.8,0,15.6633333333333,30,,13.19853,9.554876,5.979587,82.2126680101247,1013.56868314665,70.5975247223642,3.33765156657134,144.403962456168,14.3173879523754,0.62485996,Rural Areas,6,3.70868208141012,2.75132252444661,,test,test,test,train8,train9,train10,test,train2,train7,train4
2016-06,2016,6,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,-4.22500004554194,55.9041669832236,1,18.9344827586207,8,13.5409090909091,30,,14.47907,9.95733,6.20464,82.1204420235146,1013.61193016642,58.9587365631168,3.37264127000583,142.194756647298,14.3877026831958,0.57759972,Rural Areas,6,2.94098474429835,2.60571540636092,,train1,train6,train6,test,train2,train8,train9,test,train1,test
2016-06,2016,6,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,-4.15175892828818,55.9359209886353,13,21.4235294117647,21,14.2444444444444,30,,13.29463,9.749344,5.927018,83.1108615196838,1013.64714699942,56.9762354134674,3.46986053939686,141.573421264488,14.0803594299864,0.61054096,Rural Areas,6,3.06448982323729,2.65636696715035,,train8,train10,train3,train6,train7,test,train5,test,train8,train2
2016-06,2016,6,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,-4.31775300828373,55.9382530136737,7,18.2086956521739,10,11.665,30,,11.8361,9.162085,5.715908,83.3868946224649,1013.59097211205,70.0813477819154,3.16630982388505,144.374486157821,14.3853898169842,0.68034328,Rural Areas,6,2.90189926306723,2.45659290547339,,train4,train1,train1,train1,train1,train5,train2,test,test,train8
2016-06,2016,6,East Lothian Musselburgh N High St,Roadside,333941,672836,-3.05922279851912,55.9440075977609,0,16.7733333333333,3,9.24444444444444,30,,15.34216,11.44618,6.71564,85.2298773933471,1013.66197896439,67.257824229509,3.86536966709645,165.503376440672,13.4139619851935,0.62140492,Large Urban Areas,6,2.81979032372408,2.22402277049094,,,,,,,,,,,
2016-06,2016,6,Edinburgh Currie,Rest,317575.4,667874.3,-3.3196603528262,55.8969086499682,2,4.875,2,11.5964285714286,30,,10.74471,10.57791,6.132316,83.3511203446556,1013.6152711674,93.2784796382911,3.22023208553889,155.309389161871,12.9924527337584,0.742158,Large Urban Areas,6,1.58412010444981,2.4506971689336,,train9,train6,train2,train3,train3,train7,train9,train4,train1,train5
2016-06,2016,6,Edinburgh Glasgow Road,Roadside,313101,672651,-3.39272713628103,55.9390260963588,0,15.1033333333333,7,16.1608695652174,30,,20.34748,11.68402,6.429578,83.2332314279482,1013.62431724478,76.0291555766104,3.04913468410426,163.817035409434,13.4843355896044,0.62516116,Rural Areas,6,2.71491547001094,2.78259286137406,,train8,train6,test,train4,train8,train7,test,train2,test,train1
2016-06,2016,6,Edinburgh Gorgie Road,Roadside,323121,672314,-3.23226701627515,55.9377076908382,0,26.95,30,,30,,22.76692,12.34375,7.023488,80.9229834890912,1013.63302025431,80.9633503992928,3.66353733942956,166.199868040923,13.9512854818706,0.42449248,Large Urban Areas,6,3.29398329735501,,,,,,,,,,,,
